﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;;I picked out a black suit I had lying around.;I picked out a black suit I had lying around.;
;;;"I hadn't been to a party before, so I didn't know
what to expect.";"I hadn't been to a party before, so I didn't know
what to expect.";
;;;I really didn't want to go.;I really didn't want to go.;
;;;"It felt too unsafe, why couldn't we just meet up
somewhere again?";"It felt too unsafe, why couldn't we just meet up
somewhere again?";
;;;Still, I did agree.;Still, I did agree.;
;;;I guess I believed it might turn out alright.;I guess I believed it might turn out alright.;
;;;We met outside the building.;We met outside the building.;
;;;"She was with a few of her friends, and she
introduced me to them.";"She was with a few of her friends, and she
introduced me to them.";
;;;They all seemed nice, I guess.;They all seemed nice, I guess.;
;;;"Once we were inside, we took a few pictures
together before Haven disappeared.";"Once we were inside, we took a few pictures
together before Haven disappeared.";
;;;I sat there alone on the stool, with a drink in hand.;I sat there alone on the stool, with a drink in hand.;
;;;It felt like everyone's eyes were digging into me.;It felt like everyone's eyes were digging into me.;
;;;"I started to worry it was happening.\!
Exactly how I'd imagined it.";"I started to worry it was happening.\!
Exactly how I'd imagined it.";
;;;"While I was waiting for her, Haven was with her 
friends.";"While I was waiting for her, Haven was with her 
friends.";
;;;I tried to join the conversation, but I felt lost.;I tried to join the conversation, but I felt lost.;
;;;It felt like I didn't belong there.;It felt like I didn't belong there.;
;;;So I went somewhere else.;So I went somewhere else.;
;;;Oh Haven ...;Oh Haven ...;
;;;Why did you have to make it so hard for me?;Why did you have to make it so hard for me?;
;;;"Did you expect something else from me?\!
You knew I couldn't handle this.";"Did you expect something else from me?\!
You knew I couldn't handle this.";
;;;"I knew I had to get out of there as soon as
possible.";"I knew I had to get out of there as soon as
possible.";
;;;"I was scared.\!
I was furious.";"I was scared.\!
I was furious.";
;;;"Without saying a word, I grabbed a cigarette and
left.";"Without saying a word, I grabbed a cigarette and
left.";
;;;"I felt hate.\!
I felt betrayed.";"I felt hate.\!
I felt betrayed.";
;;;I didn't want to think about it.;I didn't want to think about it.;
;;;"She specifically asked me to go to the party, so
why would she ignore me?";"She specifically asked me to go to the party, so
why would she ignore me?";
;;;"Well if she's going to ignore me, she won't notice
me leaving.";"Well if she's going to ignore me, she won't notice
me leaving.";
;;;"I've had enough of this.\!
I want to go home.";"I've had enough of this.\!
I want to go home.";
;;;I don't want to care ...;I don't want to care ...;
;;;"I HATE THIS.\!
LET ME GO HOME.";"I HATE THIS.\!
LET ME GO HOME.";
;;;"WHY IS SHE LIKE THIS?\!
WHY WOULD SHE DO THIS TO ME?";"WHY IS SHE LIKE THIS?\!
WHY WOULD SHE DO THIS TO ME?";
;;;"SHE PROBABLY THINKS THIS WAS A FUNNY
WAY TO HURT ME.";"SHE PROBABLY THINKS THIS WAS A FUNNY
WAY TO HURT ME.";
;;;...\. WHY AM I DOING THIS TO MYSELF?;...\. WHY AM I DOING THIS TO MYSELF?;
;;;PLEASE ...;PLEASE ...;
;;;I already know it's Haven.;I already know it's Haven.;
;;;She's been searching for me.;She's been searching for me.;
;;;There was no one.;There was no one.;
;;;I must have imagined her coming here.;I must have imagined her coming here.;
;;;She wanted to meet at my house a few days after.;She wanted to meet at my house a few days after.;
;;;"She didn't mention it, but I knew it was gonna be
about what happened at the party.";"She didn't mention it, but I knew it was gonna be
about what happened at the party.";
;;;I can't say anything.;I can't say anything.;
;;;Does she feel sorry?\! Should I feel sorry?;Does she feel sorry?\! Should I feel sorry?;
;;;Why should I?;Why should I?;
;;;"She didn't even care that I left.\!
Not even a text message that night.";"She didn't even care that I left.\!
Not even a text message that night.";
;;;"Not a single word.\!
She'll have to figure out this mistake on her own.";"Not a single word.\!
She'll have to figure out this mistake on her own.";
;;;I don't think she even deserves a second chance.;I don't think she even deserves a second chance.;
;;;She broke up with me.;She broke up with me.;
;;;I guess that was to be expected.;I guess that was to be expected.;
;;;"We stopped messaging not long after.\.
We let the silence take over.";"We stopped messaging not long after.\.
We let the silence take over.";
;;;"We both didn't want to talk about it, so we just
let it be.";"We both didn't want to talk about it, so we just
let it be.";
;;;I'd started smoking a lot of weed.;I'd started smoking a lot of weed.;
;;;"Life started to feel boring without her.\!
At least smoking felt exciting.";"Life started to feel boring without her.\!
At least smoking felt exciting.";
;;;It was something I could look forward to each day.;It was something I could look forward to each day.;
;;;Especially music.;Especially music.;
;;;"I started hearing things I never heard before.
I felt things I hadn't before.";"I started hearing things I never heard before.
I felt things I hadn't before.";
;;;"It felt like I was floating in an endless pool of
water.";"It felt like I was floating in an endless pool of
water.";
;;;It was amazing.;It was amazing.;
;;;This is how I wanted to live now.;This is how I wanted to live now.;
;;;Life felt so much better like this.;Life felt so much better like this.;
;;;"No worries. The past is gone.\!
Only the present remains.";"No worries. The past is gone.\!
Only the present remains.";
;;;"The sheet is stuck.\!
Torn between two sharp rocks.";"The sheet is stuck.\!
Torn between two sharp rocks.";
;;;There's a hole in the sandpit.;There's a hole in the sandpit.;
;;;Go ahead, we don't have that much time.;Go ahead, we don't have that much time.;
;;;You're sick.;You're sick.;
;;;I can't believe we hoped you could change.;I can't believe we hoped you could change.;
;;;They're gone.;They're gone.;
;;;Huh?;Huh?;
;;;...\. No, they’re just lost, right?;...\. No, they’re just lost, right?;
;;;"We just need to look, that’s what you’re
supposed to do when someone’s lost.";"We just need to look, that’s what you’re
supposed to do when someone’s lost.";
;;;"A little wind, a summer sun
A river rich and regal";"A little wind, a summer sun
A river rich and regal";
;;;"A flood of fond endorphins
Brings a calm that knows no equal";"A flood of fond endorphins
Brings a calm that knows no equal";
;;;"You’re flying now
You see things much more clear than from the ground";"You’re flying now
You see things much more clear than from the ground";
;;;"It’s all okay, it would be
Were you not now halfway down";"It’s all okay, it would be
Were you not now halfway down";
;;;They're dead.;They're dead.;
;;;No ...;No ...;
;;;That can't be right ...;That can't be right ...;
;;;They promised ...;They promised ...;
;;;Why would they leave me alone ...?;Why would they leave me alone ...?;
;;;I'll ...;I'll ...;
;;;I'll wait ...;I'll wait ...;
;;;They'll come back ...;They'll come back ...;
;;;They'll ...;They'll ...;
;;;Come ...;Come ...;
;;;Jump.;Jump.;
;;;I ruined everything.;I ruined everything.;
;;;You'll never be the same.;You'll never be the same.;
;;;You’ve been so quiet lately.;You’ve been so quiet lately.;
;;;Is that supposed to be comforting?;Is that supposed to be comforting?;
;;;What are you even still doing here?;What are you even still doing here?;
;;;You're not her.;You're not her.;
;;;And I don't need you anymore.;And I don't need you anymore.;
;;;I never needed you.;I never needed you.;
;;;"You said you'd always be there for me, but
it never felt that way.";"You said you'd always be there for me, but
it never felt that way.";
;;;It never felt real.;It never felt real.;
;;;You were never real.;You were never real.;
;;;I’m sick of it.;I’m sick of it.;
;;;Say something.;Say something.;
;;;Anything.;Anything.;
;;;Nothing?;Nothing?;
;;;No\. more\. voice.;No\. more\. voice.;
;;;No\. more\. safe.;No\. more\. safe.;
;;;No\. more\. pretending.;No\. more\. pretending.;
;;;No\| more\| voice.;No\| more\| voice.;
;;;"No\| more\| being\| ""safe"".";"No\| more\| being\| ""safe"".";
;;;I'm done with you.;I'm done with you.;
;;;One day,\. everything will have to go.;One day,\. everything will have to go.;A todo\. y a todos les llega su final.
;;;All of our progress as living creatures for nothing.;All of our progress as living creatures for nothing.;"En ese momento, todo lo que conseguiste
en vida será en vano."
;;;The memories we have will have no meaning.;The memories we have will have no meaning.;"Los recuerdos que atesoraste por tantos años
caerán en el olvido."
;;;You will die.;You will die.;La llama de vida que hay en ti... se apagará.
;;;4.\. 4.\. 3.\. 3.\. 5.\. 5.\. 5.\. 7.;4.\. 4.\. 3.\. 3.\. 5.\. 5.\. 5.\. 7.;4.\. 4.\. 3.\. 3.\. 5.\. 5.\. 5.\. 7.
;;;"
[Common Events]
";"
[Common Events]
";
;;;I see you've arrived here.;I see you've arrived here.;Veo que por fin has llegado.
;;;"I know you're confused, but I need you to 
answer some questions before we begin.";"I know you're confused, but I need you to 
answer some questions before we begin.";"Sé que te sientes confundido, pero necesito
que primero me respondas algunas preguntas."
;;;How did you handle this new environment?;How did you handle this new environment?;"¿Cómo te fue en este nuevo entorno?
¿Dirías que ya te estás adaptando?"
;;;I managed;I managed;Algo así
;;;It was hard;It was hard;No
;;;And did you find anything here?;And did you find anything here?;¿Y encontraste algo?
;;;...\| I guess you're not ready to answer that yet.;...\| I guess you're not ready to answer that yet.;"...\| Bueno, parece que aún no estás listo
para responder esa pregunta."
;;;"There's a reason you lived the life you did.\.
Your soul didn't care about it.";"There's a reason you lived the life you did.\.
Your soul didn't care about it.";"Todas aquellas experiencias que viviste...\.
Fue por una razón, y tú nunca le diste importancia."
;;;"When you were growing up, did you always
feel content?";"When you were growing up, did you always
feel content?";"¿Te acuerdas si eras feliz mientras crecías?"
;;;Was everything perfect, just like you wanted?;Was everything perfect, just like you wanted?;"¿Si sentías que todo era perfecto
y tal como querías?"
;;;"Did you spend time with your family?
Play soccer with your friends?";"Did you spend time with your family?
Play soccer with your friends?";"¿Si pasabas tiempo con tu familia?
¿O preferías jugar fútbol con tus amigos?"
;;;Did you feel like you were ...\| complete?;Did you feel like you were ...\| complete?;¿Alguna vez te sentiste...\| completo?
;;;...\| I guess you're not ready to answer that either.;...\| I guess you're not ready to answer that either.;"...\| Mmm, parece que tampoco estás listo para
responder esa pregunta."
;;;Come to your senses, and you will find me again.;Come to your senses, and you will find me again.;"Una vez que recuperes tus sentidos,
me podrás encontrar de nuevo."
;;;"...\| Perhaps there was something more.\|
A sense of emptiness.";"...\| Perhaps there was something more.\|
A sense of emptiness.";"...\| Tal vez hubo algo más.\|
Un vacío emocional."
;;;"We're giving you a second chance to see what you
couldn't.";"We're giving you a second chance to see what you
couldn't.";"Vamos a darte otra oportunidad para ver
lo que no pudiste."
;;;I hope you'll have answers by the next time.;I hope you'll have answers by the next time.;"Espero que tengas las respuestas cuando nos
volvamos a ver."
;;;For now, we have brought you something.;For now, we have brought you something.;Por ahora, hemos traído algo para ti.
;;;Something to help you look at your past.;Something to help you look at your past.;Te ayudará a darle un vistazo a tu pasado.
;;;Principal;Principal;Director
;;Principal;"This is your principal,\. reminding you that
students are NOT allowed in the teacher's lounge!";"This is your principal,\. reminding you that
students are NOT allowed in the teacher's lounge!";"Les habla su director.\. Solo quería recordarles
que está PROHIBIDO entrar en la sala de profesores."
;;Principal;It is clearly locked for a reason.;It is clearly locked for a reason.;"Si está cerrado es EVIDENTE que no
tienen por qué entrar."
;;Principal;"And whoever keeps stealing the toilet paper,
please stop. It's getting ridiculous.";"And whoever keeps stealing the toilet paper,
please stop. It's getting ridiculous.";"Y quien sea que esté robándose el papel sanitario
será sancionado por una semana si es atrapado."
;;Principal;"And also, whoever's blasting the music in the 
courtyard, could you please turn it down?";"And also, whoever's blasting the music in the 
courtyard, could you please turn it down?";"Ah, cierto. Hasta aquí escucho esa insoportable
música. Por favor, ¡BAJEN el volumen!"
;;Principal;"This is your principal,\. reminding you that the
vending machine in the teacher's lounge is broken.";"This is your principal,\. reminding you that the
vending machine in the teacher's lounge is broken.";"Les habla su director.\. La máquina expendedora
de la sala de profesores está malograda."
;;Principal;"Good job, whoever keeps breaking into the
teacher's lounge, just to buy some soda.";"Good job, whoever keeps breaking into the
teacher's lounge, just to buy some soda.";"Al parecer alguien insiste en comprar sus
bebidas en donde NO debe."
;;Principal;"You must have really wanted that soda, because 
you bought too much.";"You must have really wanted that soda, because 
you bought too much.";"Y parece que tiene cierta preferencia por la
Coca-Cola, ya que arrasó con TODAS las que había."
;;Principal;"Now that it's broken, maybe you'll leave the 
teacher's lounge alone!";"Now that it's broken, maybe you'll leave the 
teacher's lounge alone!";"Bueno, ahora que está averiada, ¡quizá dejes
la sala de profesores en paz!"
;;Principal;"This is your principal,\. letting you know that the
repairman we called to fix the machine ...";"This is your principal,\. letting you know that the
repairman we called to fix the machine ...";"Les habla su director.\. Llamamos a un técnico
para que repare la máquina expendedora y..."
;;Principal;"...\. Seems to have made things worse.\|
Much worse.";"...\. Seems to have made things worse.\|
Much worse.";"...\. Parece que lo empeoró todo."
;;Principal;"The machine is now dispensing random items,
including but not limited to: stale crackers,";"The machine is now dispensing random items,
including but not limited to: stale crackers,";"Ahora está despachando cosas aleatorias como:
galletas rancias,"
;;Principal;Used paper towels ...;Used paper towels ...;Toallas de papel mojadas...
;;Principal;"And what appears to be a single sock.\|
We're working on fixing it.";"And what appears to be a single sock.\|
We're working on fixing it.";"Y lo que parece ser un calcetín izquierdo.\|
Esperamos poder repararla pronto."
;;Principal;"In the meantime, we ask that you please stop
breaking into the teacher's lounge ...";"In the meantime, we ask that you please stop
breaking into the teacher's lounge ...";"Mientras tanto, les pedimos gentilmente que
eviten entrar en la sala de profesores..."
;;Principal;"This is your principal,\. letting you know that the
vending machine has disappeared.";"This is your principal,\. letting you know that the
vending machine has disappeared.";"Les habla su director.\. Queremos informarles
que la máquina expendedora desapareció."
;;Principal;"No one saw it disappear, it just did.\.
And I think it took the repairman with it ...";"No one saw it disappear, it just did.\.
And I think it took the repairman with it ...";"Sencillamente se esfumó, y...\.
creo que se llevó al técnico con ella."
;;Principal;We'll be hosting a funeral later this week.;We'll be hosting a funeral later this week.;"Bueno, parece que tendremos un funeral esta
semana..."
;;;I guess school is done for today.;I guess school is done for today.;Creo que eso es todo por hoy.
;;;Another day, another horrible memory.;Another day, another horrible memory.;Un día más, un recuerdo más para atormentarme.
;;;Can you begin to see what is happening here?;Can you begin to see what is happening here?;¿Logras percibir qué es lo que está pasando?
;;;"Every failure,\. every time you tried your best,\.
every time you weren't enough.";"Every failure,\. every time you tried your best,\.
every time you weren't enough.";"Cada fracaso,\. cada esfuerzo,\.
cada vez que no fuiste suficiente."
;;;Do these moments really define who you are?;Do these moments really define who you are?;¿Esos momentos realmente definen quien eres?
;;;...\| They made you a different person.;...\| They made you a different person.;...\| Ellos te convirtieron en alguien diferente.
;;;"...\| You're still free to be someone, regardless
of what you've experienced.";"...\| You're still free to be someone, regardless
of what you've experienced.";"...\| Aún puedes ser alguien mejor... pese a
lo que hayas vivido."
;;;"I do hope you realize that you don’t have to
hold on to these moments forever.";"I do hope you realize that you don’t have to
hold on to these moments forever.";"Espero que pronto entiendas que no tienes
porque aferrarte a esos momentos."
;;;"You've made the first step to opening your eyes.\!
Can you understand?";"You've made the first step to opening your eyes.\!
Can you understand?";"Pero ya has dado los primeros pasos para lograrlo.\!
¿Te diste cuenta?"
;;;"You still have time to get accustomed with
these grounds,\. but you're going in a direction.";"You still have time to get accustomed with
these grounds,\. but you're going in a direction.";"Aún cuentas con tiempo para conocer mejor
el camino que decidiste seguir."
;;;I don't have the power to say which is correct.;I don't have the power to say which is correct.;No puedo decirte si es o no el correcto.
;;;You still have a long journey ahead of you.;You still have a long journey ahead of you.;"Aún te queda un largo camino por recorrer."
;;;...\| Do you think you'll be able to keep trying?;...\| Do you think you'll be able to keep trying?;...\| ¿Crees que lograrás seguir?
;;;Yes, I will.;Yes, I will.;Sí
;;;I don't know.;I don't know.;No lo sé
;;;You keep looking back, don't you?;You keep looking back, don't you?;Aún te cuesta dejar ir el pasado, ¿no?
;;;"Staring at those moments like they're still
actually happening.";"Staring at those moments like they're still
actually happening.";"Revives aquellos momentos una y otra vez en
tu mente."
;;;"You're afraid of something.\!
You're afraid because what if it happens again?";"You're afraid of something.\!
You're afraid because what if it happens again?";"Te asusta, ¿no?\!
Te asusta que vuelva a pasar."
;;;"Adults are just the older versions of their
younger selves, right?";"Adults are just the older versions of their
younger selves, right?";"Al final, ¿qué son los adultos sino versiones
mas grandes de sus yo más jóvenes?"
;;;"So why wouldn't these things happen again?\!
Am I right?";"So why wouldn't these things happen again?\!
Am I right?";"Asi que, ¿por qué tendría que pasar de nuevo?\!
¿Verdad?"
;;;...\| I thought so.;...\| I thought so.;
;;;...\| So why do you keep looking back in fear?;...\| So why do you keep looking back in fear?;
;;;...\| Do you think you'll ever stop running?;...\| Do you think you'll ever stop running?;
;;;Maybe, but not yet.;Maybe, but not yet.;
;;;No, they'll always follow.;No, they'll always follow.;
;;;Do you understand why you're here?;Do you understand why you're here?;
;;;This opportunity ...;This opportunity ...;
;;;"It's what you do, isn't it?\!
Pretend it didn't happen.";"It's what you do, isn't it?\!
Pretend it didn't happen.";
;;;"...\. But the memories are all still here.\.
Waiting to be discovered.";"...\. But the memories are all still here.\.
Waiting to be discovered.";
;;;Are you scared of what you've experienced?;Are you scared of what you've experienced?;
;;;"Is the thought of seeing those moments so
horrifying to you?";"Is the thought of seeing those moments so
horrifying to you?";
;;;"You still have time to get accustomed with
these grounds,\. but you're haven't started.";"You still have time to get accustomed with
these grounds,\. but you're haven't started.";
;;;I don't have the power to say if this is correct.;I don't have the power to say if this is correct.;
;;;"...\| Do you really think ignoring it will make
it disappear?";"...\| Do you really think ignoring it will make
it disappear?";
;;;I can make it go away.;I can make it go away.;
;;;I don't want to deal with this.;I don't want to deal with this.;
;;;...\| You can't forget forever.;...\| You can't forget forever.;
;;;I sit at the table and wait for a waiter.;I sit at the table and wait for a waiter.;
;;;After a minute, they bring some tea.;After a minute, they bring some tea.;
;;;I take a sip of the tea.;I take a sip of the tea.;
;;;...\| it tastes wet.;...\| it tastes wet.;
;;;I should probably go eat dinner now.;I should probably go eat dinner now.;Tal vez debería ir a cenar.
;;;Can you begin to see what it truly means?;Can you begin to see what it truly means?;¿Logras percibir lo que eso significa?
;;;Your life here wasn't perfect, but they mattered.;Your life here wasn't perfect, but they mattered.;"Tu vida no fue perfecta, en lo absoluto,
pero aún así, siempre fueron inportantes."
;;;"Those moments ...\!
They shaped you as a human being.";"Those moments ...\!
They shaped you as a human being.";"Aquellos momentos...\!
te definieron como persona."
;;;"You're starting to look at these memories with new
eyes.";"You're starting to look at these memories with new
eyes.";"¿Logras verlos con otros ojos ahora?"
;;;A new perspective.;A new perspective.;¿Desde una nueva perspectiva?
;;;Do you feel like you're making progress?;Do you feel like you're making progress?;¿Sientes que estás progresando?
;;;...\| You're not the same person you used to be.;...\| You're not the same person you used to be.;...\| Ya no eres el mismo que solías ser.
;;;You can decide if that's a good thing.;You can decide if that's a good thing.;Y eso puede ser bueno o malo, tu decides.
;;;...\| At the end, it's not only about making progress.;...\| At the end, it's not only about making progress.;"...\| Al fin de cuentas, no solo se trata de lograr
algún cambio o progreso."
;;;"We're just giving you a chance to explore these
memories, what you do with them is your choice.";"We're just giving you a chance to explore these
memories, what you do with them is your choice.";"Te estamos dado la oportunidad de explorar estos
recuerdos. Lo que hagas con ellos, depende de ti."
;;;"What happened in this house is something you
can't run away from.";"What happened in this house is something you
can't run away from.";"No se puede huir por siempre de todo lo que
pasó en esta casa."
;;;"... \.But you're not running away.\!
It's a big step you've taken compared to the past.";"... \.But you're not running away.\!
It's a big step you've taken compared to the past.";"... \.No lo estás haciendo.\!
Y ese es un gran paso que has dado."
;;;"There's still more to uncover.\!
More moments from the past you'll explore.";"There's still more to uncover.\!
More moments from the past you'll explore.";"Aún tenemos mucho más a explorar.\!
Más recuerdos que deben ser revisitados."
;;;...\| Can you bear seeing more of the past?;...\| Can you bear seeing more of the past?;...\| ¿Crees que podrás continuar?
;;;I'll try my best;I'll try my best;Trataré
;;;It's hard;It's hard;Es difícil
;;;...\| You should head to the bus stop.;...\| You should head to the bus stop.;...\| Ve hacia la parada de autobús.
;;;"You keep holding on.\!
You're nothing without those memories.";"You keep holding on.\!
You're nothing without those memories.";"Sí, lo es, pero debes seguir.\!
Tu vida no significa nada sin ellos."
;;;"They'll be lost if you don't revisit them.\!
You're breaking yourself.";"They'll be lost if you don't revisit them.\!
You're breaking yourself.";""
;;;"It's not like it matters anymore.\!
They're already dead.";"It's not like it matters anymore.\!
They're already dead.";
;;;"You didn't care about how dad crashed his car, or
how mommy stabbed herself to death afterwards.";"You didn't care about how dad crashed his car, or
how mommy stabbed herself to death afterwards.";
;;;You lied about visiting them and it haunts you.;You lied about visiting them and it haunts you.;
;;;"These moments are the only way to see them.\!
And they'll haunt you too.";"These moments are the only way to see them.\!
And they'll haunt you too.";
;;;"... \.But you're not running away.\!
Instead, you're directly interacting with them.";"... \.But you're not running away.\!
Instead, you're directly interacting with them.";
;;;"You've thought so many times about these times.
And every time you'd defend\., regret,\. and hate it.";"You've thought so many times about these times.
And every time you'd defend\., regret,\. and hate it.";
;;;The weight you carry will only be heavier.;The weight you carry will only be heavier.;
;;;I have to look;I have to look;
;;;I can't handle this anymore;I can't handle this anymore;
;;;You're ignoring them.; You're ignoring them.;
;;;You can't bear the fact of facing the past.;You can't bear the fact of facing the past.;
;;;What would you achieve with this?;What would you achieve with this?;
;;;"It's not our choice to determine whether you
will get something out of this.";"It's not our choice to determine whether you
will get something out of this.";
;;;...\| Maybe you can forget about them.;...\| Maybe you can forget about them.;
;;;"Leave it all behind you.\.
Why would you look back if you can't change it?";"Leave it all behind you.\.
Why would you look back if you can't change it?";
;;;"We gave you the opportunity to change
your mind.";"We gave you the opportunity to change
your mind.";
;;;"What happened in this house is something you
shouldn't run away from.";"What happened in this house is something you
shouldn't run away from.";
;;;... \.And yet, you are.;... \.And yet, you are.;
;;;The choice is ultimately yours.;The choice is ultimately yours.;
;;;I can't;I can't;
;;;There you are.;There you are.;Ahí estás.
;;;It wasn’t easy, but you finally came around.;It wasn’t easy, but you finally came around.;No fue fácil, pero al fin has llegado.
;;;"I wondered if you’d keep running in circles
forever.";"I wondered if you’d keep running in circles
forever.";"Comenzaba a preguntarme si es que algún día
lograrías romper el ciclo."
;;;"You know this place, even if you don’t
recognize it.";"You know this place, even if you don’t
recognize it.";"Ya conoces este lugar, aunque pienses que
no es así."
;;;Not just this empty void, but this whole world.;Not just this empty void, but this whole world.;"No me refiero solamente a este vacío,
sino a TODO este mundo."
;;;It's been growing ever since he was just little.;It's been growing ever since he was just little.;Ha crecido bastante desde que él era pequeño.
;;;Come on, we've got a lot to walk through.;Come on, we've got a lot to walk through.;"Ven conmigo, nos espera un largo camino
por delante."
;;;"Throughout the days, you’ve come across
the others.";"Throughout the days, you’ve come across
the others.";Esta no es la primera vez que nos encontramos.
;;;The Loneliness.;The Loneliness.;Soy Soledad, así nos llamamos.
;;;Each one of us pulled from the loneliness he felt.;Each one of us pulled from the loneliness he felt.;"Nos originamos de él... nutridos por cada miedo,
culpa, humillación y resentimiento suyo."
;;;"We've never been able to get in touch with him
directly.";"We've never been able to get in touch with him
directly.";No podíamos llegar hasta él.
;;;But we had enough power to bring you here.;But we had enough power to bring you here.;"Pero teníamos suficiente poder para
traerte hacia nosotros... a este mundo."
;;;"This world ...\!
We created it with parts of his memories.";"This world ...\!
We created it with parts of his memories.";"Todo lo que ves a tu alrededor...\! fue hecho
con partes de sus recuerdos, así lo creamos."
;;;A white sheet he used to hide under.;A white sheet he used to hide under.;La manta blanca que usaba para esconderse.
;;;Someone who was so important to him.;Someone who was so important to him.;Aquella persona importante para él.
;;;And a bus stop taking him back home.;And a bus stop taking him back home.;La parada de autobús al regresar a casa.
;;;We did this for one purpose.;We did this for one purpose.;Todo esto responde a un propósito.
;;;"To make you,\. and therefore him,\. look at these
memories from a different perspective.";"To make you,\. and therefore him,\. look at these
memories from a different perspective.";"Ofrecerte a ti,\. y por ende a él también,\.
una nueva perspectiva de estos recuerdos."
;;;To relive the past, and see if you could change.;To relive the past, and see if you could change.;"Y ver si eras capaz de cambiar al
revivir el pasado."
;;;We believed there was a way out of our bodies.;We believed there was a way out of our bodies.;"Creía que solo así podríamos
por fin dejar ir estos cuerpos..."
;;;"I wanted to move on.\!
All of us did.";"I wanted to move on.\!
All of us did.";"Todos lo creíamos."
;;;The only thing that was stopping us,\. was him.;The only thing that was stopping us,\. was him.;Pero había un problema:\. él.
;;;His unwillingness to face what he’s left behind.;His unwillingness to face what he’s left behind.;"No estaba dispuesto a enfrentar aquello que
dejó atrás."
;;;You're not who you think you are.;You're not who you think you are.;No eres quien piensas que eres.
;;;You're not him.;You're not him.;No eres él... Y no esperábamos que lo fueras. 
;;;You were never meant to be.;You were never meant to be.;Eres apenas un receptáculo.
;;;"You carry his memories.\!
Everything he's lived through.";"You carry his memories.\!
Everything he's lived through.";"Posees sus recuerdos.\!
Todas sus experiencias vividas."
;;;"We pulled you out of him, so you could try to
make him accept his past.";"We pulled you out of him, so you could try to
make him accept his past.";"Te hemos traído aquí para que lo ayudes a
aceptar su pasado."
;;;Look down, into the hole.;Look down, into the hole.;"Asómate hacia el hoyo."
;;;"It’s a tear in our world.\!
A glimpse into the real one.";"It’s a tear in our world.\!
A glimpse into the real one.";"Mira lo que sucede del otro lado...
en el mundo real."
;;;He’s still in his bed.;He’s still in his bed.;Aún continua en su habitación, preso de sí mismo.
;;;Soon, we'll have to let you go.;Soon, we'll have to let you go.;Dentro de poco, tendremos que dejarte ir.
;;;"We're running out of power to keep this
world alive.";"We're running out of power to keep this
world alive.";"No podemos seguir manteniendo vivo este
mundo por mucho más tiempo."
;;;"You'll open a locked door, and return to
the human world.";"You'll open a locked door, and return to
the human world.";"Ya va siendo hora de que regreses
al mundo real."
;;;"What you’ve seen here ...\!
Everything you've learned ...";"What you’ve seen here ...\!
Everything you've learned ...";"Lo que has visto aquí...\!
Lo que has aprendido..."
;;;None of it will reach him directly.;None of it will reach him directly.;Nada de eso trascenderá hacia él.
;;;"When he wakes up, he won’t remember this place.\!
You can't bring your memories to him.";"When he wakes up, he won’t remember this place.\!
You can't bring your memories to him.";"Al despertar, no recordará este lugar,
ni ninguna experiencia tuya en este mundo."
;;;But maybe ...;But maybe ...;Pero talvez...
;;;"Maybe he’ll remember the feeling.\!
The feeling of finally being ready to move on.";"Maybe he’ll remember the feeling.\!
The feeling of finally being ready to move on.";"Talvez recuerde cómo se siente estar listo
para superar el pasado."
;;;...\| That was our hope.;...\| That was our hope.;...\| Esperamos que sea así.
;;;Do you understand, vessel?;Do you understand, vessel?;¿Has comprendido?
;;;There's something you still need to leave.;There's something you still need to leave.;"Todavía hay algo más de lo que necesitas
desprenderte."
;;;If you're ready,\. put your sheet back on.;If you're ready,\. put your sheet back on.;"Si crees estar listo,\. colocate de nuevo
la manta blanca."
;;Haven;You made it.;You made it.;Ay, ¡al fin llegaste!
;;Haven;Took you long enough,\. haha.;Took you long enough,\. haha.;Te tomaste tu tiempo, ¿eh?
;;Haven;You sound tired ...;You sound tired ...;Te oyes cansado...
;;Haven;Are you alright?;Are you alright?;¿Todo bien?
;;;I'm alright;I'm alright;Sí, estoy bien
;;;It's been heavy;It's been heavy;Ha sido bastante duro
;;Haven;I see ...;I see ...;Oh, ya veo...
;;Haven;I'm sorry to hear that ...;I'm sorry to hear that ...;
;;Haven;Well, what's new?;Well, what's new?;
;;;Nothing's changed;Nothing's changed;
;;;I don't know where to begin;I don't know where to begin;
;;;You first;You first;
;;Haven;"Are you telling me you're still the same boy
I used to know?";"Are you telling me you're still the same boy
I used to know?";
;;Haven;That can't be true! Everyone changes!;That can't be true! Everyone changes!;
;;Haven;I think you're just afraid of telling me.;I think you're just afraid of telling me.;
;;Haven;Well, we don't have to talk about it right now.;Well, we don't have to talk about it right now.;
;;Haven;...\. You've been through a lot, haven't you?;...\. You've been through a lot, haven't you?;
;;Haven;I've been worried about whether you'd be okay.;I've been worried about whether you'd be okay.;
;;Haven;It's okay if you don't want to talk about it.;It's okay if you don't want to talk about it.;
;;Haven;Hmmm, let's see ...;Hmmm, let's see ...;
;;Haven;Oh! I got into a band!;Oh! I got into a band!;
;;Haven;"Bet you remember me trying to teach myself
guitar...\. well, it paid off!";"Bet you remember me trying to teach myself
guitar...\. well, it paid off!";
;;Haven;You should come to one of our shows someday!;You should come to one of our shows someday!;
;;Haven;Do you still listen to that one band?;Do you still listen to that one band?;
