﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;;I was supposed to keep you safe.;I was supposed to keep you safe.;
;;;I was so selfish.;I was so selfish.;
;;;"You deserved more than a scared little boy
trying to feel less alone.";"You deserved more than a scared little boy
trying to feel less alone.";
;;;You didn’t deserve any of it.;You didn’t deserve any of it.;
;;;Well, I guess we're finally doing it.;Well, I guess we're finally doing it.;
;;;"We're hanging out.\!
Looking at the stars.";"We're hanging out.\!
Looking at the stars.";
;;;They're beautiful, aren't they Selene?;They're beautiful, aren't they Selene?;
;;;I think ...;I think ...;
;;;I think you were the first thing I really loved.;I think you were the first thing I really loved.;
;;;"I cared about you.\!
And I messed that up too.";"I cared about you.\!
And I messed that up too.";
;;;"I should’ve listened ...\!
I didn't think anything could go wrong ...";"I should’ve listened ...\!
I didn't think anything could go wrong ...";
;;;"And then you were gone.\.
Just like that.";"And then you were gone.\.
Just like that.";
;;;"But you’re here now.\!
Even if it’s just for a little while.";"But you’re here now.\!
Even if it’s just for a little while.";
;;;I think that’s enough.;I think that’s enough.;
;;;I’ll be okay.;I’ll be okay.;
;;;...\| No.;...\| No.;
;;;Not her.;Not her.;
;;;I can't ...;I can't ...;
;;;I don’t want to see her.;I don’t want to see her.;
;;;She doesn’t deserve this.;She doesn’t deserve this.;
;;;I was supposed to protect her.;I was supposed to protect her.;
;;;I just wanted to show her the park ...;I just wanted to show her the park ...;
;;;I couldn't know it would lead to this ...;I couldn't know it would lead to this ...;
;;;It happened so quickly.;It happened so quickly.;
;;;I remember the sound.;I remember the sound.;
;;;I can't get it out of my head.;I can't get it out of my head.;
;;;I know she’s waiting.;I know she’s waiting.;
;;;But I can’t talk to her.;But I can’t talk to her.;
;;;I can’t even say her name.;I can’t even say her name.;
;;;How do I know if I'm ready?;How do I know if I'm ready?;
;;;I'm not sure if this will work.;I'm not sure if this will work.;
;;;I guess there's no real way of knowing.;I guess there's no real way of knowing.;
;;;I'll just have to hope for the best.;I'll just have to hope for the best.;
;;;What is going to happen to me?;What is going to happen to me?;
;;;Will I still be conscious?;Will I still be conscious?;
;;;Or will it feel like dying?;Or will it feel like dying?;
;;;I guess I don't have much of a choice.;I guess I don't have much of a choice.;
;;;If I don't return, he might not wake up.;If I don't return, he might not wake up.;
;;;I have moved on.;I have moved on.;
;;;"I’ve always found something comforting about
bus rides.";"I’ve always found something comforting about
bus rides.";
;;;They gave me time to think.;They gave me time to think.;
;;;It's peaceful.;It's peaceful.;
;;;Like an empty void.;Like an empty void.;
;;;I’ve been asleep for a long time.;I’ve been asleep for a long time.;
;;;"Not just these past seven days, but before that
too.";"Not just these past seven days, but before that
too.";
;;;I've been hiding inside him.;I've been hiding inside him.;
;;;"Trying to forget my past, pretending I don't miss
anything.";"Trying to forget my past, pretending I don't miss
anything.";
;;;But I missed so many things.;But I missed so many things.;
;;;I missed myself.;I missed myself.;
;;;"Rotting in my room for so long has made me
forget who I was.";"Rotting in my room for so long has made me
forget who I was.";
;;;Who I could become.;Who I could become.;
;;;"In the past, I was always thinking if this all
was my fault.";"In the past, I was always thinking if this all
was my fault.";
;;;If I turned myself into this kind of person.;If I turned myself into this kind of person.;
;;;If I could have done more to change.;If I could have done more to change.;
;;;But now I think ...;But now I think ...;
;;;"Maybe it's not about blaming myself.\!
Maybe it's understanding.";"Maybe it's not about blaming myself.\!
Maybe it's understanding.";
;;;"Revisiting these moments without letting them
define who I am.";"Revisiting these moments without letting them
define who I am.";
;;;Seeing my younger self in those memories ...;Seeing my younger self in those memories ...;
;;;It made me think differently.;It made me think differently.;
;;;I don't hate him anymore.;I don't hate him anymore.;
;;;He was doing his best.;He was doing his best.;
;;;I don't know what's waiting for me when I wake up.;I don't know what's waiting for me when I wake up.;
;;;He might not change at all.;He might not change at all.;
;;;"He might just return to the same life he always
had.";"He might just return to the same life he always
had.";
;;;Just swimming in the same old circles.;Just swimming in the same old circles.;
;;;But maybe,\| he’ll be able to breathe a little easier.;But maybe,\| he’ll be able to breathe a little easier.;
;;;Maybe he'll remember the feeling of moving on.;Maybe he'll remember the feeling of moving on.;
;;;Maybe he won’t be okay right away.;Maybe he won’t be okay right away.;
;;;Maybe it’ll take time.;Maybe it’ll take time.;
;;;But that's okay too.;But that's okay too.;
;;;Because I know I moved on.;Because I know I moved on.;
;;;And maybe,\| he'll do the same.;And maybe,\| he'll do the same.;
;;;You are so tired.;You are so tired.;
;;;It's a knife.;It's a knife.;
;;;A lamp.;A lamp.;
;;;I don't need to call anyone.;I don't need to call anyone.;
;;;"It was a sunny evening, and I was listening
to some music.";"It was a sunny evening, and I was listening
to some music.";
;;;Then, Haven appeared.;Then, Haven appeared.;
;;;Back then, I had no idea who she was.;Back then, I had no idea who she was.;
;;;"But in hindsight, it was the start of something
terrible.";"But in hindsight, it was the start of something
terrible.";
;;;She asked me for my email, and I agreed.;She asked me for my email, and I agreed.;
;;;She then simply walked away.;She then simply walked away.;
;;;I went home shortly after that.;I went home shortly after that.;
;;;I couldn't believe that had just happened to me.;I couldn't believe that had just happened to me.;
;;;"She eventually sent an email, and asked if I wanted
to hang out with her.";"She eventually sent an email, and asked if I wanted
to hang out with her.";
;;;I was curious to what could happen between us.;I was curious to what could happen between us.;
;;;If only I didn't respond back ...;If only I didn't respond back ...;
;;;"We met under a big tree nearby the park.\!
She brought some snacks and apple juice.";"We met under a big tree nearby the park.\!
She brought some snacks and apple juice.";
;;;"She even wanted to meet up again.\!
I was so excited for the first time in a while.";"She even wanted to meet up again.\!
I was so excited for the first time in a while.";
;;;I was starting to catch feelings for her.;I was starting to catch feelings for her.;
;;;"I guess she was too, since we started dating
after a couple dates.";"I guess she was too, since we started dating
after a couple dates.";
;;Haven;"I think their latest album was worse than their
first one!";"I think their latest album was worse than their
first one!";
;;Haven;I mean, yeah, the singer did leave ...;I mean, yeah, the singer did leave ...;
;;Haven;"It's still a good album! It's just not the same, 
you know?";"It's still a good album! It's just not the same, 
you know?";
;;;Haven had invited me over to a party.;Haven had invited me over to a party.;
;;;"She knew I couldn't handle something like that.\!
But she really wanted everyone to meet me.";"She knew I couldn't handle something like that.\!
But she really wanted everyone to meet me.";
;;;I picked out a black suit I had lying around.;I picked out a black suit I had lying around.;
;;;"I hadn't been to a party before, so I didn't know
what to expect.";"I hadn't been to a party before, so I didn't know
what to expect.";
;;;I really didn't want to go.;I really didn't want to go.;
;;;"It felt too unsafe, why couldn't we just meet up
somewhere again?";"It felt too unsafe, why couldn't we just meet up
somewhere again?";
;;;Still, I did agree.;Still, I did agree.;
;;;I guess I believed it might turn out alright.;I guess I believed it might turn out alright.;
;;;We met outside the building.;We met outside the building.;
;;;"She was with a few of her friends, and she
introduced me to them.";"She was with a few of her friends, and she
introduced me to them.";
;;;They all seemed nice, I guess.;They all seemed nice, I guess.;
;;;"Once we were inside, we took a few pictures
together before Haven disappeared.";"Once we were inside, we took a few pictures
together before Haven disappeared.";
;;;I sat there alone on the stool, with a drink in hand.;I sat there alone on the stool, with a drink in hand.;
;;;It felt like everyone's eyes were digging into me.;It felt like everyone's eyes were digging into me.;
;;;"I started to worry it was happening.\!
Exactly how I'd imagined it.";"I started to worry it was happening.\!
Exactly how I'd imagined it.";
;;;"While I was waiting for her, Haven was with her 
friends.";"While I was waiting for her, Haven was with her 
friends.";
;;;I tried to join the conversation, but I felt lost.;I tried to join the conversation, but I felt lost.;
;;;It felt like I didn't belong there.;It felt like I didn't belong there.;
;;;So I went somewhere else.;So I went somewhere else.;
;;;Oh Haven ...;Oh Haven ...;
;;;Why did you have to make it so hard for me?;Why did you have to make it so hard for me?;
;;;"Did you expect something else from me?\!
You knew I couldn't handle this.";"Did you expect something else from me?\!
You knew I couldn't handle this.";
;;;"I knew I had to get out of there as soon as
possible.";"I knew I had to get out of there as soon as
possible.";
;;;"I was scared.\!
I was furious.";"I was scared.\!
I was furious.";
;;;"Without saying a word, I grabbed a cigarette and
left.";"Without saying a word, I grabbed a cigarette and
left.";
;;;"I felt hate.\!
I felt betrayed.";"I felt hate.\!
I felt betrayed.";
;;;I didn't want to think about it.;I didn't want to think about it.;
;;;"She specifically asked me to go to the party, so
why would she ignore me?";"She specifically asked me to go to the party, so
why would she ignore me?";
;;;"Well if she's going to ignore me, she won't notice
me leaving.";"Well if she's going to ignore me, she won't notice
me leaving.";
;;;"I've had enough of this.\!
I want to go home.";"I've had enough of this.\!
I want to go home.";
;;;I don't want to care ...;I don't want to care ...;
;;;"I HATE THIS.\!
LET ME GO HOME.";"I HATE THIS.\!
LET ME GO HOME.";
;;;"WHY IS SHE LIKE THIS?\!
WHY WOULD SHE DO THIS TO ME?";"WHY IS SHE LIKE THIS?\!
WHY WOULD SHE DO THIS TO ME?";
;;;"SHE PROBABLY THINKS THIS WAS A FUNNY
WAY TO HURT ME.";"SHE PROBABLY THINKS THIS WAS A FUNNY
WAY TO HURT ME.";
;;;...\. WHY AM I DOING THIS TO MYSELF?;...\. WHY AM I DOING THIS TO MYSELF?;
;;;PLEASE ...;PLEASE ...;
;;;I already know it's Haven.;I already know it's Haven.;
;;;She's been searching for me.;She's been searching for me.;
;;;There was no one.;There was no one.;
;;;I must have imagined her coming here.;I must have imagined her coming here.;
;;;She wanted to meet at my house a few days after.;She wanted to meet at my house a few days after.;
;;;"She didn't mention it, but I knew it was gonna be
about what happened at the party.";"She didn't mention it, but I knew it was gonna be
about what happened at the party.";
;;;I can't say anything.;I can't say anything.;
;;;Does she feel sorry?\! Should I feel sorry?;Does she feel sorry?\! Should I feel sorry?;
;;;Why should I?;Why should I?;
;;;"She didn't even care that I left.\!
Not even a text message that night.";"She didn't even care that I left.\!
Not even a text message that night.";
;;;"Not a single word.\!
She'll have to figure out this mistake on her own.";"Not a single word.\!
She'll have to figure out this mistake on her own.";
;;;I don't think she even deserves a second chance.;I don't think she even deserves a second chance.;
;;;She broke up with me.;She broke up with me.;
;;;I guess that was to be expected.;I guess that was to be expected.;
;;;"We stopped messaging not long after.\.
We let the silence take over.";"We stopped messaging not long after.\.
We let the silence take over.";
;;;"We both didn't want to talk about it, so we just
let it be.";"We both didn't want to talk about it, so we just
let it be.";
;;;I'd started smoking a lot of weed.;I'd started smoking a lot of weed.;
;;;"Life started to feel boring without her.\!
At least smoking felt exciting.";"Life started to feel boring without her.\!
At least smoking felt exciting.";
;;;It was something I could look forward to each day.;It was something I could look forward to each day.;
;;;Especially music.;Especially music.;
;;;"I started hearing things I never heard before.
I felt things I hadn't before.";"I started hearing things I never heard before.
I felt things I hadn't before.";
;;;"It felt like I was floating in an endless pool of
water.";"It felt like I was floating in an endless pool of
water.";
;;;It was amazing.;It was amazing.;
;;;This is how I wanted to live now.;This is how I wanted to live now.;
;;;Life felt so much better like this.;Life felt so much better like this.;
;;;"No worries. The past is gone.\!
Only the present remains.";"No worries. The past is gone.\!
Only the present remains.";
;;;"The sheet is stuck.\!
Torn between two sharp rocks.";"The sheet is stuck.\!
Torn between two sharp rocks.";
;;;There's a hole in the sandpit.;There's a hole in the sandpit.;
;;;Go ahead, we don't have that much time.;Go ahead, we don't have that much time.;
;;;You're sick.;You're sick.;
;;;I can't believe we hoped you could change.;I can't believe we hoped you could change.;
;;;They're gone.;They're gone.;
;;;Huh?;Huh?;
;;;...\. No, they’re just lost, right?;...\. No, they’re just lost, right?;
;;;"We just need to look, that’s what you’re
supposed to do when someone’s lost.";"We just need to look, that’s what you’re
supposed to do when someone’s lost.";
;;;"A little wind, a summer sun
A river rich and regal";"A little wind, a summer sun
A river rich and regal";
;;;"A flood of fond endorphins
Brings a calm that knows no equal";"A flood of fond endorphins
Brings a calm that knows no equal";
;;;"You’re flying now
You see things much more clear than from the ground";"You’re flying now
You see things much more clear than from the ground";
;;;"It’s all okay, it would be
Were you not now halfway down";"It’s all okay, it would be
Were you not now halfway down";
;;;They're dead.;They're dead.;
;;;No ...;No ...;
;;;That can't be right ...;That can't be right ...;
;;;They promised ...;They promised ...;
;;;Why would they leave me alone ...?;Why would they leave me alone ...?;
;;;I'll ...;I'll ...;
;;;I'll wait ...;I'll wait ...;
;;;They'll come back ...;They'll come back ...;
;;;They'll ...;They'll ...;
;;;Come ...;Come ...;
;;;Jump.;Jump.;
;;;I ruined everything.;I ruined everything.;
;;;You'll never be the same.;You'll never be the same.;
;;;You’ve been so quiet lately.;You’ve been so quiet lately.;
;;;Is that supposed to be comforting?;Is that supposed to be comforting?;
;;;What are you even still doing here?;What are you even still doing here?;
;;;You're not her.;You're not her.;
;;;And I don't need you anymore.;And I don't need you anymore.;
;;;I never needed you.;I never needed you.;
;;;"You said you'd always be there for me, but
it never felt that way.";"You said you'd always be there for me, but
it never felt that way.";
;;;It never felt real.;It never felt real.;
;;;You were never real.;You were never real.;
;;;I’m sick of it.;I’m sick of it.;
;;;Say something.;Say something.;
;;;Anything.;Anything.;
;;;Nothing?;Nothing?;
;;;No\. more\. voice.;No\. more\. voice.;
;;;No\. more\. safe.;No\. more\. safe.;
;;;No\. more\. pretending.;No\. more\. pretending.;
;;;No\| more\| voice.;No\| more\| voice.;
;;;"No\| more\| being\| ""safe"".";"No\| more\| being\| ""safe"".";
;;;I'm done with you.;I'm done with you.;
;;;One day,\. everything will have to go.;One day,\. everything will have to go.;
;;;All of our progress as living creatures for nothing.;All of our progress as living creatures for nothing.;
;;;The memories we have will have no meaning.;The memories we have will have no meaning.;
;;;You will die.;You will die.;
;;;4.\. 4.\. 3.\. 3.\. 5.\. 5.\. 5.\. 7.;4.\. 4.\. 3.\. 3.\. 5.\. 5.\. 5.\. 7.;
;;;"
[Common Events]
";"
[Common Events]
";
;;;I see you've arrived here.;I see you've arrived here.;
;;;"I know you're confused, but I need you to 
answer some questions before we begin.";"I know you're confused, but I need you to 
answer some questions before we begin.";
;;;How did you handle this new environment?;How did you handle this new environment?;
;;;I managed;I managed;
;;;It was hard;It was hard;
;;;And did you find anything here?;And did you find anything here?;
;;;...\| I guess you're not ready to answer that yet.;...\| I guess you're not ready to answer that yet.;
;;;"There's a reason you lived the life you did.\.
Your soul didn't care about it.";"There's a reason you lived the life you did.\.
Your soul didn't care about it.";
;;;"When you were growing up, did you always
feel content?";"When you were growing up, did you always
feel content?";
;;;Was everything perfect, just like you wanted?;Was everything perfect, just like you wanted?;
;;;"Did you spend time with your family?
Play soccer with your friends?";"Did you spend time with your family?
Play soccer with your friends?";
;;;Did you feel like you were ...\| complete?;Did you feel like you were ...\| complete?;
;;;...\| I guess you're not ready to answer that either.;...\| I guess you're not ready to answer that either.;
;;;Come to your senses, and you will find me again.;Come to your senses, and you will find me again.;
;;;"...\| Perhaps there was something more.\|
A sense of emptiness.";"...\| Perhaps there was something more.\|
A sense of emptiness.";
;;;"We're giving you a second chance to see what you
couldn't.";"We're giving you a second chance to see what you
couldn't.";
;;;I hope you'll have answers by the next time.;I hope you'll have answers by the next time.;
;;;For now, we have brought you something.;For now, we have brought you something.;
;;;Something to help you look at your past.;Something to help you look at your past.;
;;;Principal;Principal;
;;Principal;"This is your principal,\. reminding you that
students are NOT allowed in the teacher's lounge!";"This is your principal,\. reminding you that
students are NOT allowed in the teacher's lounge!";
;;Principal;It is clearly locked for a reason.;It is clearly locked for a reason.;
;;Principal;"And whoever keeps stealing the toilet paper,
please stop. It's getting ridiculous.";"And whoever keeps stealing the toilet paper,
please stop. It's getting ridiculous.";
;;Principal;"And also, whoever's blasting the music in the 
courtyard, could you please turn it down?";"And also, whoever's blasting the music in the 
courtyard, could you please turn it down?";
;;Principal;"This is your principal,\. reminding you that the
vending machine in the teacher's lounge is broken.";"This is your principal,\. reminding you that the
vending machine in the teacher's lounge is broken.";
;;Principal;"Good job, whoever keeps breaking into the
teacher's lounge, just to buy some soda.";"Good job, whoever keeps breaking into the
teacher's lounge, just to buy some soda.";
;;Principal;"You must have really wanted that soda, because 
you bought too much.";"You must have really wanted that soda, because 
you bought too much.";
;;Principal;"Now that it's broken, maybe you'll leave the 
teacher's lounge alone!";"Now that it's broken, maybe you'll leave the 
teacher's lounge alone!";
;;Principal;"This is your principal,\. letting you know that the
repairman we called to fix the machine ...";"This is your principal,\. letting you know that the
repairman we called to fix the machine ...";
;;Principal;"...\. Seems to have made things worse.\|
Much worse.";"...\. Seems to have made things worse.\|
Much worse.";
;;Principal;"The machine is now dispensing random items,
including but not limited to: stale crackers,";"The machine is now dispensing random items,
including but not limited to: stale crackers,";
;;Principal;Used paper towels ...;Used paper towels ...;
;;Principal;"And what appears to be a single sock.\|
We're working on fixing it.";"And what appears to be a single sock.\|
We're working on fixing it.";
;;Principal;"In the meantime, we ask that you please stop
breaking into the teacher's lounge ...";"In the meantime, we ask that you please stop
breaking into the teacher's lounge ...";
;;Principal;"This is your principal,\. letting you know that the
vending machine has disappeared.";"This is your principal,\. letting you know that the
vending machine has disappeared.";
;;Principal;"No one saw it disappear, it just did.\.
And I think it took the repairman with it ...";"No one saw it disappear, it just did.\.
And I think it took the repairman with it ...";
;;Principal;We'll be hosting a funeral later this week.;We'll be hosting a funeral later this week.;
;;;I guess school is done for today.;I guess school is done for today.;
;;;Another day, another horrible memory.;Another day, another horrible memory.;
;;;Can you begin to see what is happening here?;Can you begin to see what is happening here?;
;;;"Every failure,\. every time you tried your best,\.
every time you weren't enough.";"Every failure,\. every time you tried your best,\.
every time you weren't enough.";
;;;Do these moments really define who you are?;Do these moments really define who you are?;
;;;...\| They made you a different person.;...\| They made you a different person.;
;;;"...\| You're still free to be someone, regardless
of what you've experienced.";"...\| You're still free to be someone, regardless
of what you've experienced.";
;;;"I do hope you realize that you don’t have to
hold on to these moments forever.";"I do hope you realize that you don’t have to
hold on to these moments forever.";
;;;"You've made the first step to opening your eyes.\!
Can you understand?";"You've made the first step to opening your eyes.\!
Can you understand?";
;;;"You still have time to get accustomed with
these grounds,\. but you're going in a direction.";"You still have time to get accustomed with
these grounds,\. but you're going in a direction.";
;;;I don't have the power to say which is correct.;I don't have the power to say which is correct.;
;;;You still have a long journey ahead of you.;You still have a long journey ahead of you.;
;;;...\| Do you think you'll be able to keep trying?;...\| Do you think you'll be able to keep trying?;
;;;Yes, I will.;Yes, I will.;
;;;I don't know.;I don't know.;
;;;You keep looking back, don't you?;You keep looking back, don't you?;
;;;"Staring at those moments like they're still
actually happening.";"Staring at those moments like they're still
actually happening.";
;;;"You're afraid of something.\!
You're afraid because what if it happens again?";"You're afraid of something.\!
You're afraid because what if it happens again?";
;;;"Adults are just the older versions of their
younger selves, right?";"Adults are just the older versions of their
younger selves, right?";
;;;"So why wouldn't these things happen again?\!
Am I right?";"So why wouldn't these things happen again?\!
Am I right?";
;;;...\| I thought so.;...\| I thought so.;
;;;...\| So why do you keep looking back in fear?;...\| So why do you keep looking back in fear?;
;;;...\| Do you think you'll ever stop running?;...\| Do you think you'll ever stop running?;
;;;Maybe, but not yet.;Maybe, but not yet.;
;;;No, they'll always follow.;No, they'll always follow.;
;;;Do you understand why you're here?;Do you understand why you're here?;
;;;This opportunity ...;This opportunity ...;
;;;"It's what you do, isn't it?\!
Pretend it didn't happen.";"It's what you do, isn't it?\!
Pretend it didn't happen.";
;;;"...\. But the memories are all still here.\.
Waiting to be discovered.";"...\. But the memories are all still here.\.
Waiting to be discovered.";
;;;Are you scared of what you've experienced?;Are you scared of what you've experienced?;
;;;"Is the thought of seeing those moments so
horrifying to you?";"Is the thought of seeing those moments so
horrifying to you?";
;;;"You still have time to get accustomed with
these grounds,\. but you're haven't started.";"You still have time to get accustomed with
these grounds,\. but you're haven't started.";
;;;I don't have the power to say if this is correct.;I don't have the power to say if this is correct.;
;;;"...\| Do you really think ignoring it will make
it disappear?";"...\| Do you really think ignoring it will make
it disappear?";
;;;I can make it go away.;I can make it go away.;
;;;I don't want to deal with this.;I don't want to deal with this.;
;;;...\| You can't forget forever.;...\| You can't forget forever.;
;;;I sit at the table and wait for a waiter.;I sit at the table and wait for a waiter.;
;;;After a minute, they bring some tea.;After a minute, they bring some tea.;
;;;I take a sip of the tea.;I take a sip of the tea.;
;;;...\| it tastes wet.;...\| it tastes wet.;
;;;I should probably go eat dinner now.;I should probably go eat dinner now.;
;;;Can you begin to see what it truly means?;Can you begin to see what it truly means?;
;;;Your life here wasn't perfect, but they mattered.;Your life here wasn't perfect, but they mattered.;
;;;"Those moments ...\!
They shaped you as a human being.";"Those moments ...\!
They shaped you as a human being.";
;;;"You're starting to look at these memories with new
eyes.";"You're starting to look at these memories with new
eyes.";
;;;A new perspective.;A new perspective.;
;;;Do you feel like you're making progress?;Do you feel like you're making progress?;
;;;...\| You're not the same person you used to be.;...\| You're not the same person you used to be.;
;;;You can decide if that's a good thing.;You can decide if that's a good thing.;
;;;...\| At the end, it's not only about making progress.;...\| At the end, it's not only about making progress.;
;;;"We're just giving you a chance to explore these
memories, what you do with them is your choice.";"We're just giving you a chance to explore these
memories, what you do with them is your choice.";
;;;"What happened in this house is something you
can't run away from.";"What happened in this house is something you
can't run away from.";
;;;"... \.But you're not running away.\!
It's a big step you've taken compared to the past.";"... \.But you're not running away.\!
It's a big step you've taken compared to the past.";
;;;"There's still more to uncover.\!
More moments from the past you'll explore.";"There's still more to uncover.\!
More moments from the past you'll explore.";
;;;...\| Can you bear seeing more of the past?;...\| Can you bear seeing more of the past?;
;;;I'll try my best;I'll try my best;
;;;It's hard;It's hard;
;;;...\| You should head to the bus stop.;...\| You should head to the bus stop.;
;;;"You keep holding on.\!
You're nothing without those memories.";"You keep holding on.\!
You're nothing without those memories.";
;;;"They'll be lost if you don't revisit them.\!
You're breaking yourself.";"They'll be lost if you don't revisit them.\!
You're breaking yourself.";
;;;"It's not like it matters anymore.\!
They're already dead.";"It's not like it matters anymore.\!
They're already dead.";
;;;"You didn't care about how dad crashed his car, or
how mommy stabbed herself to death afterwards.";"You didn't care about how dad crashed his car, or
how mommy stabbed herself to death afterwards.";
;;;You lied about visiting them and it haunts you.;You lied about visiting them and it haunts you.;
;;;"These moments are the only way to see them.\!
And they'll haunt you too.";"These moments are the only way to see them.\!
And they'll haunt you too.";
;;;"... \.But you're not running away.\!
Instead, you're directly interacting with them.";"... \.But you're not running away.\!
Instead, you're directly interacting with them.";
;;;"You've thought so many times about these times.
And every time you'd defend\., regret,\. and hate it.";"You've thought so many times about these times.
And every time you'd defend\., regret,\. and hate it.";
;;;The weight you carry will only be heavier.;The weight you carry will only be heavier.;
;;;I have to look;I have to look;
;;;I can't handle this anymore;I can't handle this anymore;
;;;You're ignoring them.; You're ignoring them.;
;;;You can't bear the fact of facing the past.;You can't bear the fact of facing the past.;
;;;What would you achieve with this?;What would you achieve with this?;
;;;"It's not our choice to determine whether you
will get something out of this.";"It's not our choice to determine whether you
will get something out of this.";
;;;...\| Maybe you can forget about them.;...\| Maybe you can forget about them.;
;;;"Leave it all behind you.\.
Why would you look back if you can't change it?";"Leave it all behind you.\.
Why would you look back if you can't change it?";
;;;"We gave you the opportunity to change
your mind.";"We gave you the opportunity to change
your mind.";
;;;"What happened in this house is something you
shouldn't run away from.";"What happened in this house is something you
shouldn't run away from.";
;;;... \.And yet, you are.;... \.And yet, you are.;
;;;The choice is ultimately yours.;The choice is ultimately yours.;
;;;I can't;I can't;
;;;There you are.;There you are.;
;;;It wasn’t easy, but you finally came around.;It wasn’t easy, but you finally came around.;
;;;"I wondered if you’d keep running in circles
forever.";"I wondered if you’d keep running in circles
forever.";
;;;"You know this place, even if you don’t
recognize it.";"You know this place, even if you don’t
recognize it.";
;;;Not just this empty void, but this whole world.;Not just this empty void, but this whole world.;
;;;It's been growing ever since he was just little.;It's been growing ever since he was just little.;
;;;Come on, we've got a lot to walk through.;Come on, we've got a lot to walk through.;
;;;"Throughout the days, you’ve come across
the others.";"Throughout the days, you’ve come across
the others.";
;;;The Loneliness.;The Loneliness.;
;;;Each one of us pulled from the loneliness he felt.;Each one of us pulled from the loneliness he felt.;
;;;"We've never been able to get in touch with him
directly.";"We've never been able to get in touch with him
directly.";
;;;But we had enough power to bring you here.;But we had enough power to bring you here.;
;;;"This world ...\!
We created it with parts of his memories.";"This world ...\!
We created it with parts of his memories.";
;;;A white sheet he used to hide under.;A white sheet he used to hide under.;
;;;Someone who was so important to him.;Someone who was so important to him.;
;;;And a bus stop taking him back home.;And a bus stop taking him back home.;
;;;We did this for one purpose.;We did this for one purpose.;
;;;"To make you,\. and therefore him,\. look at these
memories from a different perspective.";"To make you,\. and therefore him,\. look at these
memories from a different perspective.";
;;;To relive the past, and see if you could change.;To relive the past, and see if you could change.;
;;;We believed there was a way out of our bodies.;We believed there was a way out of our bodies.;
;;;"I wanted to move on.\!
All of us did.";"I wanted to move on.\!
All of us did.";
;;;The only thing that was stopping us,\. was him.;The only thing that was stopping us,\. was him.;
;;;His unwillingness to face what he’s left behind.;His unwillingness to face what he’s left behind.;
;;;You're not who you think you are.;You're not who you think you are.;
;;;You're not him.;You're not him.;
;;;You were never meant to be.;You were never meant to be.;
;;;"You carry his memories.\!
Everything he's lived through.";"You carry his memories.\!
Everything he's lived through.";
;;;"We pulled you out of him, so you could try to
make him accept his past.";"We pulled you out of him, so you could try to
make him accept his past.";
;;;Look down, into the hole.;Look down, into the hole.;
;;;"It’s a tear in our world.\!
A glimpse into the real one.";"It’s a tear in our world.\!
A glimpse into the real one.";
;;;He’s still in his bed.;He’s still in his bed.;
;;;Soon, we'll have to let you go.;Soon, we'll have to let you go.;
;;;"We're running out of power to keep this
world alive.";"We're running out of power to keep this
world alive.";
;;;"You'll open a locked door, and return to
the human world.";"You'll open a locked door, and return to
the human world.";
;;;"What you’ve seen here ...\!
Everything you've learned ...";"What you’ve seen here ...\!
Everything you've learned ...";
;;;None of it will reach him directly.;None of it will reach him directly.;
;;;"When he wakes up, he won’t remember this place.\!
You can't bring your memories to him.";"When he wakes up, he won’t remember this place.\!
You can't bring your memories to him.";
;;;But maybe ...;But maybe ...;
;;;"Maybe he’ll remember the feeling.\!
The feeling of finally being ready to move on.";"Maybe he’ll remember the feeling.\!
The feeling of finally being ready to move on.";
;;;...\| That was our hope.;...\| That was our hope.;
;;;Do you understand, vessel?;Do you understand, vessel?;
;;;There's something you still need to leave.;There's something you still need to leave.;
;;;If you're ready,\. put your sheet back on.;If you're ready,\. put your sheet back on.;
;;Haven;You made it.;You made it.;
;;Haven;Took you long enough,\. haha.;Took you long enough,\. haha.;
;;Haven;You sound tired ...;You sound tired ...;
;;Haven;Are you alright?;Are you alright?;
;;;I'm alright;I'm alright;
;;;It's been heavy;It's been heavy;
;;Haven;I see ...;I see ...;
;;Haven;I'm sorry to hear that ...;I'm sorry to hear that ...;
;;Haven;Well, what's new?;Well, what's new?;
;;;Nothing's changed;Nothing's changed;
;;;I don't know where to begin;I don't know where to begin;
;;;You first;You first;
;;Haven;"Are you telling me you're still the same boy
I used to know?";"Are you telling me you're still the same boy
I used to know?";
;;Haven;That can't be true! Everyone changes!;That can't be true! Everyone changes!;
;;Haven;I think you're just afraid of telling me.;I think you're just afraid of telling me.;
;;Haven;Well, we don't have to talk about it right now.;Well, we don't have to talk about it right now.;
;;Haven;...\. You've been through a lot, haven't you?;...\. You've been through a lot, haven't you?;
;;Haven;I've been worried about whether you'd be okay.;I've been worried about whether you'd be okay.;
;;Haven;It's okay if you don't want to talk about it.;It's okay if you don't want to talk about it.;
;;Haven;Hmmm, let's see ...;Hmmm, let's see ...;
;;Haven;Oh! I got into a band!;Oh! I got into a band!;
;;Haven;"Bet you remember me trying to teach myself
guitar...\. well, it paid off!";"Bet you remember me trying to teach myself
guitar...\. well, it paid off!";
;;Haven;You should come to one of our shows someday!;You should come to one of our shows someday!;
;;Haven;Do you still listen to that one band?;Do you still listen to that one band?;
